"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
900,150469,"Bale, John",900,100,0.294,0.14,0.335,0.435,0.347,,,63,214,,,,83,,63,379,512,,,,,,,,,,"-7","7",,
898,656713,"McKay, Brendan",898,100,0.27,0.206,0.338,0.475,0.333,0.319,0.254,55,204,91.2,17.7,2153,89.7,89.55,107,441,457,-0.20000000000000284,6.22,106,159,117,149,298,326,297,"-3.9","3.9",,
898,678061,"Kerr, Ray",898,100,0.27,0.242,0.341,0.512,0.359,0.347,0.258,57,211,88.1,14.8,2071,89.3,89.01,141,427,471,-0.29999999999999716,6.1,112,151,121,148,294,319,294,"-8","8","68.521100632","7.391367126"
896,444127,"Madrigal, Warner",896,100,0.283,0.168,0.3,0.45,0.359,,,54,191,,,,90.5,,81,406,484,,,,,,,,,,"-10.3","10.3",,
894,592433,"Jenkins, Tyrell",894,100,0.279,0.234,0.27,0.513,0.379,0.371,0.272,55,197,89.5,7.5,1940,88,88.25,56,377,513,0.20000000000000284,6.45,106,147,109,148,297,314,287,"-7.3","7.3",,
894,445971,"Wood, Tim",894,100,0.29,0.124,0.304,0.415,0.344,,,63,217,,,,91.6,,89,435,440,,,,,,,,,,"-6.5","6.5",,
893,434629,"Seddon, Chris",893,100,0.259,0.157,0.279,0.417,0.323,,,56,216,,,,86.7,,95,411,481,,,,,,,,,,"-1.7","1.7",,
892,453186,"Maine, Scott",892,100,0.275,0.203,0.321,0.478,0.365,,,50,182,,,,87.9,,85,368,520,,,,,,,,,,"-7.2","7.2",,
891,572044,"Pounders, Brooks",891,100,0.352,0.312,0.403,0.663,0.441,0.36,0.287,70,199,90.5,18,2243,89.2,89.59,112,438,453,0.3999999999999915,6.37,112,150,115,145,299,323,302,"-21.2","21.2",,
890,516714,"Álvarez, Dario",890,100,0.295,0.184,0.377,0.479,0.37,0.306,0.216,56,190,87.9,15.4,2371,86.8,86.28,126,390,493,-0.5,5.98,107,148,110,146,294,319,294,"-14.4","14.4",,
889,621141,"Lockett, Walker",889,100,0.333,0.237,0.362,0.57,0.406,0.366,0.295,76,228,87.7,9.3,2196,88.4,88.19,76,414,474,-0.20000000000000284,6.09,114,153,118,147,294,318,297,"-17.2","17.2",,
888,664918,"Keller, Kyle",888,100,0.217,0.246,0.226,0.463,0.354,0.345,0.216,38,175,89.8,23.8,2414,89.1,89.14,93,408,480,0,6.28,107,151,120,147,303,322,294,"-7.2","7.2",,
884,592165,"Brennan, Brandon",884,100,0.214,0.16,0.247,0.374,0.288,0.306,0.228,44,206,88.8,7.1,1982,89.8,88.2,139,411,472,-1.5999999999999943,5.36,106,150,113,145,295,319,295,"9.5","-9.5",,
878,660825,"Bazardo, Eduard",878,100,0.197,0.172,0.228,0.369,0.281,0.278,0.21,39,198,86.9,13.9,2274,88.5,87.83,118,416,462,-0.7000000000000028,5.94,113,152,122,148,293,323,293,"5.2","-5.2","69.199605682","7.232606591"
878,663753,"Knehr, Reiss",878,100,0.243,0.199,0.262,0.442,0.346,0.382,0.277,44,181,90.3,17.4,2214,90,90.58,76,400,478,0.5999999999999943,6.64,111,154,124,146,299,322,307,"-7.8","7.8",,
876,123828,"Walker, Jamie",876,100,0.336,0.313,0.327,0.65,0.423,,,72,214,,,,79.7,,91,429,435,,,,,,,,,,"-21.5","21.5",,
874,464400,"Sosa, Henry",874,100,0.271,0.196,0.301,0.467,0.357,,,54,199,,,,89.5,,82,401,467,,,,,,,,,,"-5.8","5.8",,
873,123348,"Timlin, Mike",873,100,0.3,0.227,0.312,0.527,0.377,,,62,207,,,,90.4,,82,426,427,,,,,,,,,,"-9.1","9.1",,
873,501563,"Castro, Simon",873,100,0.242,0.177,0.284,0.419,0.325,0.35,0.259,48,198,90,15.5,2244,90.1,91.23,78,385,488,1.1000000000000085,6.71,112,148,115,147,297,320,297,"3.1","-3.1",,
872,501826,"Zavada, Clay",872,100,0.236,0.12,0.296,0.356,0.309,,,45,191,,,,84.6,,104,396,468,,,,,,,,,,"-1.7","1.7",,
870,669684,"Murphy, Chris",870,100,0.263,0.153,0.326,0.416,0.321,0.295,0.235,50,190,85.5,12.4,2288,87.4,87.53,93,416,454,0.09999999999999432,6.36,109,149,116,147,284,324,291,"-0.6","0.6",,
867,624418,"Castellani, Ryan",867,100,0.244,0.278,0.221,0.522,0.379,0.412,0.296,44,180,91.3,16.9,2282,87.7,87.92,89,372,495,0.20000000000000284,6.16,112,153,117,147,305,333,305,"-7.9","7.9",,
866,500674,"Sanchez, Eduardo",866,100,0.174,0.11,0.218,0.285,0.275,,,30,172,,,,89.6,,113,376,473,,,,,,,,,,"6.1","-6.1",,
865,406402,"Julio, Jorge",865,100,0.235,0.151,0.287,0.385,0.339,,,42,179,,,,89.6,,99,354,506,,,,,,,,,,"-1.3","1.3",,
865,543754,"Schwimer, Michael",865,100,0.254,0.158,0.325,0.412,0.328,,,45,177,,,,88,,125,395,460,,,,,,,,,,"-10.3","10.3",,
865,425471,"Gobble, Jimmy",865,100,0.29,0.219,0.324,0.508,0.391,,,53,183,,,,87.7,,94,379,477,,,,,,,,,,"-22.3","22.3",,
864,430837,"DiNardo, Lenny",864,100,0.365,0.132,0.385,0.497,0.415,,,72,197,,,,82.1,,66,375,481,,,,,,,,,,"-25.2","25.2",,
862,595411,"Sherriff, Ryan",862,100,0.235,0.105,0.28,0.34,0.297,0.29,0.224,47,200,85.4,6.6,2196,87.8,87.29,81,385,477,-0.5,6.12,111,150,116,148,293,317,295,"3.2","-3.2",,
861,518418,"Aumont, Phillippe",861,100,0.301,0.176,0.366,0.477,0.393,0.449,0.305,53,176,93.1,1.1,2135,90.6,88.98,93,383,472,-1.5999999999999943,6.52,108,150,107,148,285,306,291,"-20.4","20.4",,
859,592614,"Overton, Dillon",859,100,0.364,0.346,0.349,0.71,0.452,0.451,0.355,78,214,91.4,16.8,2042,84.2,83.46,87,441,418,-0.7000000000000028,5.93,107,152,108,147,297,316,297,"-26.4","26.4",,
859,545001,"De La Rosa, Eury",859,100,0.254,0.152,0.303,0.406,0.321,,,50,197,,,,83.5,,89,384,459,,,,,,,,,,"-2.1","2.1",,
857,543017,"Cervenka, Hunter",857,100,0.195,0.122,0.254,0.317,0.297,0.304,0.2,32,164,85.2,11.1,2454,89.5,88.61,93,374,467,-0.9000000000000057,5.72,107,147,108,146,291,312,295,"5.6","-5.6",,
857,671790,"Bolaños, Ronald",857,100,0.266,0.185,0.307,0.451,0.356,0.362,0.278,49,184,89.9,10.1,2302,88.9,89.24,90,360,497,0.29999999999999716,6.43,109,155,118,148,303,327,307,"-5.6","5.6",,
856,622795,"Méndez, Yohander",856,100,0.27,0.211,0.287,0.481,0.362,0.329,0.238,50,185,87.7,17.5,2010,88.3,87.82,88,381,474,-0.5,6.01,107,152,113,147,297,318,295,"-12.5","12.5",,
856,434627,"Speier, Ryan",856,100,0.276,0.1,0.313,0.376,0.323,,,58,210,,,,87.7,,56,380,467,,,,,,,,,,"4.1","-4.1",,
855,621057,"Garza, Justin",855,100,0.265,0.2,0.308,0.465,0.358,0.403,0.295,49,185,91.2,14.5,2207,91,90.53,89,373,482,-0.5,5.95,111,150,120,149,289,318,290,"-10.9","10.9",,
854,502139,"Stinson, Josh",854,100,0.242,0.18,0.248,0.423,0.332,,,47,194,,,,90.1,,78,380,474,,,,,,,,,,"-1.4","1.4",,
853,446916,"Burns, Mike",853,100,0.294,0.245,0.314,0.539,0.373,,,60,204,,,,83.5,,60,388,457,,,,,,,,,,"-13","13",,
852,678606,"Ferrer, Jose",852,100,0.27,0.1,0.323,0.37,0.308,0.283,0.244,54,200,88.3,6.2,2106,93.7,92.92,78,404,448,-0.7999999999999972,5.96,112,148,117,147,301,325,299,"-2","2","68.422908429","6.975137786"
850,605138,"Benjamin, Wes",850,100,0.286,0.2,0.316,0.486,0.367,0.336,0.245,53,185,89.7,19,2287,86.9,86.31,97,411,439,-0.6000000000000085,5.9,109,155,118,148,300,320,293,"-9","9",,
849,676962,"Brown, Ben",849,100,0.208,0.122,0.273,0.33,0.267,0.32,0.237,41,197,91.4,15.8,2229,92.8,93.46,124,395,454,0.7000000000000028,6.69,114,149,115,151,298,324,297,"4.9","-4.9","68.951996397","7.229770559"
847,499107,"Bueno, Francisley",847,100,0.26,0.115,0.281,0.374,0.287,,,61,235,,,,87.2,,71,403,434,,,,,,,,,,"8.2","-8.2",,
846,660787,"De Los Santos, Yerry",846,100,0.21,0.124,0.25,0.333,0.278,0.316,0.236,39,186,87.6,4.7,2135,91.4,91.87,72,380,466,0.5,6.56,109,151,116,148,301,322,297,"-0.1","0.1",,
846,664856,"Adams, Chance",846,100,0.343,0.282,0.372,0.624,0.426,0.386,0.303,62,181,89.2,16.8,2530,87.5,87.35,63,382,464,-0.20000000000000284,6.17,109,154,120,149,293,321,294,"-19.3","19.3",,
846,502195,"Black, Vic",846,100,0.223,0.098,0.278,0.321,0.294,,,43,193,,,,92.6,,97,390,456,,,,,,,,,,"9.7","-9.7",,
845,592127,"Barbato, Johnny",845,100,0.259,0.196,0.286,0.455,0.358,0.35,0.255,49,189,88.2,15.7,2124,89.2,87.76,102,402,443,-1.4000000000000057,5.52,108,149,114,147,298,321,295,"-5","5",,
844,150378,"Gagne, Eric",844,100,0.254,0.232,0.267,0.486,0.357,,,47,185,,,,88.9,,100,400,436,,,,,,,,,,"1","-1",,
844,473646,"Zeid, Josh",844,100,0.293,0.194,0.331,0.487,0.368,,,56,191,,,,91.3,,106,398,438,,,,,,,,,,"-10.5","10.5",,
841,543495,"Martin, Ethan",841,100,0.246,0.223,0.287,0.469,0.359,,,43,175,,,,89.8,,94,362,473,,,,,,,,,,"-7.4","7.4",,
841,620982,"Pinto, Ricardo",841,100,0.335,0.243,0.359,0.578,0.416,0.356,0.275,62,185,86.5,8.2,1900,91.1,90.5,86,402,439,-0.5999999999999943,6.05,108,149,111,146,290,317,287,"-22.9","22.9","71.259456462","7.594391538"
840,466459,"Rosario, Sandy",840,100,0.302,0.111,0.335,0.412,0.339,,,60,199,,,,88.9,,74,394,426,,,,,,,,,,"-6.2","6.2",,
840,664849,"Young, Danny",840,100,0.223,0.097,0.321,0.32,0.296,0.307,0.231,39,175,86.5,5.5,2562,84.7,83.9,104,334,506,-0.7999999999999972,5.93,116,150,122,150,298,325,297,"7.2","-7.2","67.627371604","7.455380613"
839,446367,"Putkonen, Luke",839,100,0.285,0.14,0.329,0.425,0.341,,,55,193,,,,90,,72,356,477,,,,,,,,,,"-10.4","10.4",,
839,668687,"Scrubb, Andre",839,100,0.206,0.139,0.245,0.345,0.308,0.341,0.227,34,165,87.9,14.8,2536,87.2,86.45,79,297,542,-0.7999999999999972,5.95,110,153,116,150,290,323,295,"6.4","-6.4",,
837,678495,"Rodríguez, Randy",837,100,0.234,0.138,0.299,0.372,0.295,0.278,0.209,44,188,87.4,13,2590,91.9,92.63,120,407,430,0.6999999999999886,6.64,112,148,121,149,299,323,295,"-1.5","1.5","67.985052447","7.199490868"
834,664337,"Yajure, Miguel",834,100,0.277,0.245,0.295,0.522,0.389,0.412,0.306,51,184,91.6,15.6,2239,87.5,87.19,86,378,456,-0.29999999999999716,6.16,108,150,117,149,299,323,296,"-13.5","13.5",,
833,665896,"Marte, José",833,100,0.247,0.191,0.282,0.438,0.362,0.361,0.245,40,162,88.6,10.2,2310,92.4,93.55,85,342,491,1.0999999999999943,6.92,112,151,119,149,301,325,297,"-8.6","8.6","69.257110224","7.212744552"
830,452259,"Jackson, Steven",830,100,0.264,0.135,0.277,0.399,0.328,,,55,208,,,,87.8,,85,382,437,,,,,,,,,,"1.3","-1.3",,
825,456045,"Savery, Joe",825,100,0.237,0.137,0.256,0.374,0.299,,,45,190,,,,88.6,,64,368,453,,,,,,,,,,"2.2","-2.2",,
824,593417,"Alcántara, Raúl",824,100,0.286,0.297,0.264,0.584,0.392,0.395,0.295,53,185,90.3,12,2009,91.5,92.01,62,378,446,0.5,6.59,109,152,114,148,296,325,299,"-18.4","18.4",,
821,642008,"Rhame, Jacob",821,100,0.286,0.27,0.311,0.557,0.388,0.326,0.233,53,185,87.2,21.1,2432,92.6,91.26,111,420,401,-1.2999999999999972,5.63,114,151,114,148,291,316,296,"-8.5","8.5",,
821,332292,"Parrish, John",821,100,0.277,0.179,0.288,0.457,0.352,,,51,184,,,,86,,58,356,465,,,,,,,,,,"4.8","-4.8",,
820,571057,"Garces, Frank",820,100,0.271,0.21,0.293,0.481,0.361,0.373,0.287,49,181,87.5,16.5,2075,85.9,84.86,96,382,436,-1,5.98,110,148,112,146,290,308,293,"-8","8",,
820,649144,"Wells, Alex",820,100,0.301,0.238,0.307,0.539,0.383,0.374,0.296,58,193,89.9,18.6,2160,83.4,82.21,63,361,459,-1.2000000000000028,5.65,110,155,119,147,297,324,291,"-8.7","8.7",,
817,663989,"Vespi, Nick",817,100,0.271,0.207,0.311,0.478,0.338,0.331,0.272,55,203,87.9,12.3,2381,85.7,84.88,111,408,409,-0.7999999999999972,5.77,110,154,118,149,300,323,294,"0.9","-0.9","70.26144593","7.456798837"
816,449161,"Rogers, Mark",816,100,0.213,0.14,0.268,0.354,0.284,,,38,178,,,,90.2,,91,329,486,,,,,,,,,,"5.6","-5.6",,
815,600944,"Paulino, David",815,100,0.285,0.24,0.32,0.525,0.36,0.329,0.254,51,179,88.7,17.6,2294,86,85.79,83,370,444,-0.20000000000000284,6.25,109,150,117,149,285,314,293,"-2.2","2.2",,
815,594951,"O'Rourke, Ryan",815,100,0.2,0.124,0.239,0.324,0.284,0.295,0.205,34,170,85.3,14.9,1884,84.6,83.47,107,367,443,-1.0999999999999943,5.62,106,146,112,144,288,310,288,"8.8","-8.8",,
813,664028,"Kennedy, Brett",813,100,0.309,0.213,0.324,0.522,0.383,0.354,0.282,55,178,87.2,11.9,2013,88.9,89.33,72,369,444,0.3999999999999915,6.53,113,149,115,147,296,320,302,"-6.7","6.7",,
812,663734,"Neidert, Nick",812,100,0.258,0.169,0.274,0.427,0.344,0.368,0.283,46,178,89.4,14.3,2054,87,86.64,64,380,432,-0.4000000000000057,6.21,106,150,119,148,298,315,288,"-0.6","0.6",,
810,682842,"Uribe, Abner",810,100,0.201,0.061,0.288,0.262,0.28,0.307,0.221,33,164,87.5,5.6,2360,95.8,96.18,97,318,492,0.4000000000000057,6.51,108,148,117,146,302,323,299,"8.8","-8.8","69.60948","7.336975063"
810,667725,"Tyler, Kyle",810,100,0.264,0.107,0.296,0.371,0.327,0.35,0.272,47,178,87.9,9.6,2249,86.2,87.2,82,357,453,1,6.92,109,149,116,148,299,321,298,"0.1","-0.1","68.704629504","7.157519174"
807,452724,"Sadler, Billy",807,100,0.22,0.152,0.259,0.372,0.325,,,36,164,,,,88.9,,64,343,447,,,,,,,,,,"2.5","-2.5",,
806,547184,"Kelly, Michael",806,100,0.229,0.101,0.276,0.33,0.287,0.301,0.24,43,188,85.1,15.9,2579,87.5,86.93,85,374,432,-0.5999999999999943,5.97,109,148,118,148,297,320,295,"4.4","-4.4","66.895420221","7.012930442"
803,457761,"Tucker, Ryan",803,100,0.302,0.227,0.326,0.529,0.403,,,52,172,,,,91.3,,65,370,431,,,,,,,,,,"-17.1","17.1",,
803,681892,"Funderburk, Kody",803,100,0.247,0.165,0.314,0.412,0.33,0.327,0.248,42,170,88.1,5.7,2329,89.3,90.33,94,340,463,1,6.86,109,147,117,148,296,321,290,"-5.1","5.1","67.531238442","6.823407619"
800,622103,"Reyes, Gerardo",800,100,0.256,0.201,0.324,0.457,0.348,0.301,0.211,42,164,89.9,17.8,2375,93.4,91.86,117,396,403,-1.5,5.41,114,150,117,149,303,329,306,"-11.3","11.3","68.013484737","7.036666579"
798,453232,"Godfrey, Graham",798,100,0.31,0.176,0.319,0.487,0.371,,,58,187,,,,87.3,,55,371,425,,,,,,,,,,"-10.9","10.9",,
797,448722,"Perez, Juan Pablo",797,100,0.191,0.127,0.248,0.318,0.293,,,30,157,,,,88.8,,90,309,484,,,,,,,,,,"-2.8","2.8",,
